assure not booked,2
not booked hotel,2
booked hotel minute,2
hotel minute hotelstonight,2
minute hotelstonight app,2
hotelstonight app expected,2
app expected better,2
expected better price,2
better price very,2
price very disappointed,2
disappointed room rd,2
room rd fl,2
rd fl shabby,2
fl shabby furniture,2
shabby furniture scratched,2
furniture scratched carpet,2
scratched carpet dirty,2
carpet dirty tv,2
dirty tv broken,2
tv broken lines,2
broken lines running,2
lines running display,2
running display poorly,2
display poorly mounted,2
poorly mounted wall,2
mounted wall bathroom,2
wall bathroom mildew,2
bathroom mildew smell,2
mildew smell didnt,2
smell didnt feel,2
didnt feel clean,2
feel clean bad,2
clean bad started,2
bad started construction,2
started construction near,2
construction near elevators,2
near elevators banging,2
elevators banging tearing,2
banging tearing tile,2
tearing tile rude,2
tile rude awakening,2
rude awakening ask,2
awakening ask stop,2
ask stop only,2
stop only temporary,2
only temporary resumed,2
temporary resumed hour,2
resumed hour later,2
hour later not,2
later not recommend,2
arrived paying night,2
paying night amd,2
night amd greeted,2
amd greeted internal,2
greeted internal room,2
internal room no,2
no windows barely,2
windows barely enoihh,2
barely enoihh room,2
enoihh room queen,2
room queen bed,2
queen bed very,2
bed very rude,2
very rude reception,2
rude reception management,2
reception management seen,2
management seen room,2
seen room upgrade,2
room upgrade standard,2
upgrade standard room,2
standard room like,2
room like amputated,2
like amputated leg,2
amputated leg not,2
leg not recommend,2
recommend not return,2
not return friendly,2
return friendly service,2
friendly service clueless,2
service clueless reception,2
clueless reception closes,2
reception closes pm,2
closes pm inconvenient,2
pm inconvenient wifi,2
inconvenient wifi not,2
wifi not work,2
not work lift,2
work lift unbelievably,2
lift unbelievably slow,2
unbelievably slow smells,2
slow smells like,2
smells like ashtray,2
like ashtray tv,2
ashtray tv remote,2
remote work room,2
work room clean,2
room clean tiny,2
clean tiny bed,2
tiny bed comfortable,2
bed comfortable solo,2
comfortable solo not,2
solo not insisted,2
not insisted giving,2
insisted giving keys,2
giving keys realised,2
keys realised work,2
realised work room,2
work room space,2
room space ok,2
space ok air,2
ok air condition,2
air condition not,2
condition not controlled,2
not controlled switched,2
controlled switched temperature,2
switched temperature too,2
temperature too low,2
too low night,2
low night long,2
night long receptionist,2
long receptionist not,2
receptionist not able,2
not able help,2
able help way,2
help way portable,2
way portable heater,2
portable heater middle,2
heater middle summer,2
middle summer not,2
summer not really,2
not really environment,2
really environment friendly,2
environment friendly solution,2
friendly solution stay,2
solution stay place,2
stay place noisy,2
place noisy guests,2
noisy guests especially,2
guests especially staff,2
especially staff began,2
staff began making,2
began making noise,2
